german;english;level;example;example_en;rank
der Pint;male member;C2;Tom ging in die Kneipe und bestellte eine Pinte Bier.;Tom walked into the pub and ordered a pint of beer.;15552
die Leberwurst;liverwurst|liver sausage;C2;Sie spielt die beleidigte Leberwurst.;She's in a huff.;15553
das Halbblut;half-breed|half-caste|half-blood;C2;;;15554
der Mohn;poppy|poppy seeds;C2;Neben der Straße wuchs schön der Mohn.;Beautiful poppies were growing beside the road.;15555
die Alm;alpine pasture|alp;C2;Auf Almen in den Bergen weiden zahlreiche Kühe.;There are plenty of cows grazing on the mountain pastures.;15556
die Knospe;bud|eye of a potato;C2;Eine Rose ist frischer als Knospe als voll aufgeblüht.;A rose is sweeter in the bud than full blown.;15557
das Pentagramm;pentagram|pentacle;C2;;;15558
der Buddhismus;buddhism;C2;Ist der Buddhismus eine Religion oder eine Philosophie?;Is Buddhism a religion or a philosophy?;15559
die Mondlandung;moon landing|lunar landing;C2;Tom glaubt, dass die Mondlandungen bloß inszeniert waren.;Tom believes that the moon landings were faked.;15560
der Alkoholismus;alcoholism;C2;Alkoholismus hat mein Leben ruiniert.;Alcoholism ruined my life.;15561
abspritzen;to spray over|to spunk|to ejaculate|to kill by lethal injection;C2;Die Terrassenplatten musst du nicht schrubben, nur mit dem Gartenschlauch abspritzen.;You don’t have to scrub the terrace tiles, just spray them over with the hosepipe.;15562
ungebunden;unbound|free|independent|without ties|unattached;C2;;;15563
das Sakrileg;sacrilege;C2;;;15564
der Rochen;ray;C2;;;15565
der Dosenöffner;can opener|tin opener;C2;Manchmal benutze ich eine Schere als Dosenöffner.;I sometimes use scissors as a can opener.;15566
der Glückskeks;fortune cookie;C2;Ich lese zu gerne in Glückskeksen versteckte Botschaften.;I love reading the messages hidden inside fortune cookies.;15567
die Schwerelosigkeit;weightlessness;C2;;;15568
die Postleitzahl;postal code;C2;Aarhus, Dänemarks zweitgrößte Stadt, hat die Postleitzahl 8000.;Aarhus, the second-largest city in Denmark, has the postal code 8000.;15569
unbeständig;unstable|unsteady|fickle;C2;Um diese Jahreszeit ist das Wetter unbeständig.;The weather is uncertain at this time of year.;15570
der Stuten;soft|usually sweetened|white bread;C2;Zu Wurst oder Käse esse ich Graubrot, aber zu Marmelade lieber Stuten.;I eat dark bread with sausage or cheese, but I prefer white bread with jam.;15571
bestritten;controversial;C2;Tom hat bestritten, dass er das getan hat.;Tom has denied that he did that.;15572
das Backpulver;A baking powder;C2;Zum Backen dieses Kuchens braucht man Backpulver und ungesalzene Butter.;In order to make this cake you need baking powder and unsalted butter.;15573
heilbar;curable;C2;Alles Vergangene dauert, weil es nicht heilbar ist.;All the past endures because it is not curable.;15574
die Staatssicherheit;national security|State Security;C2;;;15575
der Claim|das Claim;claim|advertising slogan;C2;;;15576
vermögend;wealthy;C2;Ich möchte einen vermögenden Eindruck machen.;I want to look rich.;15577
augenscheinlich;apparent|evident|apparently|evidently;C2;Das ist augenscheinlich bei Männern und Frauen unterschiedlich.;Obviously that's different for men and women.;15578
schnippisch;snappish;C2;;;15579
der Ausschluss;exclusion|expulsion|statute of repose;C2;Sein Ausschluss erfolgte durch Abstimmungbeschluss.;His exclusion was decided by vote.;15580
ausnahmslos;exceptionless;C2;Wenn sie sich treffen, streiten sie sich ausnahmslos.;Whenever they meet they argue – without exception.;15581
die Beständigkeit;resistance|stability|constancy|reliability;C2;;;15582
weggelassen;omitted;C2;Mein Chef hat mich nicht früher weggelassen.;My boss wouldn't let me leave work early.;15583
der Autoreifen;car tyre / tire;C2;An deiner Stelle würde ich neue Autoreifen kaufen.;I'd buy new tires for your car if I were you.;15584
zumeist;mostly;C2;Tom malte zumeist Szenen aus dem Neuen Testament.;Tom mostly painted scenes from the New Testament.;15585
die Körperflüssigkeit;body fluid|humour;C2;Das Ebolafieber breitet sich über die Körperflüssigkeiten von einem Menschen zum anderen aus.;Ebola spreads from person to person through bodily fluids.;15586
zerknittert;crinkled|rumpled;C2;Meine Güte, dein Hemd ist ganz schön zerknittert.;Wow, your shirt is really wrinkled.;15587
zerknittern;to crinkle|to rumple;C2;Sein blauer Mantel war schmutzig und zerknittert.;His blue coat was dirty and wrinkled.;15588
erbracht;rendered|performed;C2;Ich habe für dich das größte Opfer erbracht.;I made the biggest sacrifice for you.;15589
der Messdiener;altar boy|altar girl;C2;;;15590
stutzig;perplexed|suspicious;C2;Das Problem machte ihn stutzig.;The problem perplexed him.;15591
der Leuchter;candlestick|sconce|candelabra;C2;Der schwere Leuchter begann zu schaukeln.;The heavy chandelier started swaying.;15592
die Schüchternheit;shyness;C2;Ich mag ihn umso mehr wegen seiner Schüchternheit.;I like him all the better for his shyness.;15593
der Bostoner;Bostonian;C2;Wen kennst du denn bei der Bostoner Polizeibehörde?;Who do you know at the Boston Police Department?;15594
vorantreiben;to advance|to promote|to push;C2;Open Source ist der Motor, der technische Innovationen vorantreibt.;Open source is the engine that drives technological innovation.;15595
schmatzen;to smack|to chomp|to chat;C2;Tom, schmatz doch nicht so! Dabei vergeht einem ja der Appetit.;Tom, don't make so much noise when you eat! It really kills a person's appetite.;15596
der Mittwochabend;Wednesday evening;C2;Ich schreibe dies an einem Mittwochabend im Oktober.;I'm writing this on a Wednesday evening in October.;15597
das Blaulicht;emergency vehicle;C2;Das Polizeiauto ist mit Blaulicht an mir vorbeigerast.;The police car raced past me with flashing lights.;15598
der Anger;village green;C2;;;15599
getrost;without worries;C2;Das kannst du getrost ignorieren.;You can feel free to ignore that.;15600
hammermäßig;awesome;C2;;;15601
der Schmatz;smacker|smackeroo|a loud kiss;C2;Schmatz nicht so, Tom!;Eat quietly, Tom!;15602
die Heimlichtuerei;secrecy;C2;;;15603
überstimmen;to overrule|to outvote;C2;;;15604
der Berserker;berserk|berserker;C2;;;15605
knospen;to bud;C2;Die Bäume haben begonnen zu knospen.;The trees are beginning to bud.;15606
zuspielen;to pass|to pass on|to play;C2;Wir spielen jetzt das Originalinterview unserer Korrespondentin in Moskau zu.;We will now play the original interview with our correspondent in Moscow.;15607
die Selbstkontrolle;self-control|self-inspection;C2;Wenn er betrunken ist, verliert er die Selbstkontrolle.;He loses self-control when he's drunk.;15608
abkommandieren;to detach;C2;Tom war für ein Jahr nach Deutschland abkommandiert.;Tom was stationed for a year in Germany.;15609
der Spürhund;tracker dog|sniffer dog|detection dog;C2;;;15610
die Muskete;musket;C2;;;15611
der Konvent;convent;C2;Mary hat ein paar Monate lang in einem Konvent gelebt.;Mary lived in a convent for a few months.;15612
abmurksen;to snuff|to kill;C2;;;15613
der Wahltag;election day;C2;Der Wahltag war kalt und regnerisch.;Election day was cold and rainy.;15614
strengstens;strictly|absolutely;C2;Es ist strengstens verboten, diesen Satz zu übersetzen!;It is strictly forbidden to translate this sentence!;15615
die Geheimniskrämerei;mystery-mongering;C2;;;15616
die Einzahlung;deposit;C2;;;15617
die Bodentruppe;ground troops|ground forces;C2;;;15618
systolisch;systolic;C2;;;15619
die Bombendrohung;bomb threat|bomb scare;C2;Die Polizei nahm die Bombendrohungen sehr ernst.;The police took the bomb threats very seriously.;15620
das Zuckerschlecken;piece of cake|walk in the park|bed of roses;C2;Das Aufräumen nach der Feier war kein Zuckerschlecken.;Cleaning up after the party was no picnic.;15621
niederstrecken;to kill|to strike down|to lie down;C2;;;15622
die Hochtour;alpine tour;C2;;;15623
desorientieren;to disorient;C2;Tom ist ein bisschen desorientiert.;Tom is a bit disoriented.;15624
der Unabhängigkeitstag;independence day;C2;Der Unabhängigkeitstag ist am 7. September.;Independence day is on September 7th.;15625
die Aubergine;aubergine|eggplant;C2;Waschen Sie die Auberginen und entfernen Sie die Enden.;Wash the aubergines and top and tail them.;15626
das Kalbfleisch;veal;C2;;;15627
der Knorpel;cartilage;C2;;;15628
der Benutzer;user;C2;Leider interessieren sich nur wenige Skype-Benutzer für Tatoeba.;Unfortunately, only a small number of Skype users are interested in Tatoeba.;15629
die Platzangst;claustrophobia|agoraphobia;C2;Leidest du unter Platzangst?;Are you claustrophobic?;15630
der Apfelbaum;apple tree;C2;Ich habe einen Apfelbaum in meinen Garten gepflanzt.;I planted an apple tree in my garden.;15631
der Fleischfresser;carnivore;C2;Die Kuh ist ein Pflanzenfresser, während der Hund ein Fleischfresser ist.;Cows are herbivores, while dogs are carnivores.;15632
souverän;sovereign|confident|masterful;C2;Selenskyj ist der gewählte Präsident eines souveränen Landes.;Zelenskyy is an elected president of a sovereign country.;15633
holländisch;of Holland|Hollandish|Dutch|of the Netherlands;C2;Wo kann man hier holländische Tulpen finden?;Where can one find Dutch tulips here?;15634
der Souverän;sovereign;C2;Der Souverän ist das Volk.;The sovereign is the people.;15635
der Landkreis;county|district;C2;Wie viele Landkreise gibt es in Florida?;How many counties are there in Florida?;15636
verputzen;to plaster|to put away;C2;Ihr Mann verputzt alles, was sie ihm vorsetzt.;Her husband eats everything she puts in front of him.;15637
die Dienstleistung;service|provision of services;C2;Fast sämtliche grundlegenden Dienstleistungen des Landes sind privatisiert worden.;Almost all the country's essential services have been privatised.;15638
der Austritt;leaving;C2;Großbritannien hat für den Austritt aus der Europäische Union gestimmt.;Great Britain has voted to leave the European Union.;15639
einbetten;to embed;C2;;;15640
der Todesstoß;deathblow;C2;Es erwies sich als der Todesstoß für ihr Vorhaben.;It proved to be the deathblow to their plan.;15641
frigide;frigid;C2;;;15642
das Sägemehl;sawdust;C2;Warum liegt auf dem Boden Sägemehl?;Why is there sawdust on the floor?;15643
der Auktionator;auctioneer;C2;Er arbeitet als Auktionator.;He works as an auctioneer.;15644
der Blumentopf;flowerpot;C2;Ich habe es in einen größeren Blumentopf umgepflanzt.;I transplanted it to a bigger flowerpot.;15645
versenden;to ship|to dispatch;C2;Ich wünschte, ich hätte diese Nachricht nie versendet!;I wish that I had never sent this e-mail.;15646
erstehen;to buy|to arise|to come into being|to rise again|to arise anew|to reappear;C2;Ich habe dieses Haus vor drei Monaten erstanden.;I bought this house three months ago.;15647
die Konstellation;constellation;C2;;;15648
der Kurator;curator;C2;;;15649
die Blutvergiftung;blood poisoning|septicemia|sepsis;C2;;;15650
frühmorgens;early in the morning;C2;Es ist gut für deine Gesundheit, frühmorgens aufzustehen.;It's good for your health to get up early in the morning.;15651
leblos;lifeless;C2;Tom hielt Marias leblosen Körper in den Armen.;Tom held Mary's lifeless body in his arms.;15652
ausheben;to excavate|to trench|to ditch|to dig|to raid|to bust;C2;Er hat ein Grab für seinen Hund ausgehoben.;He dug a grave for his dog.;15653
die Nervenheilanstalt;mental hospital|psychiatric hospital;C2;;;15654
die Umsetzung;implementation|execution|realisation;C2;Ich bin für die Umsetzung dieses Plans zuständig.;I am responsible for the realisation of this plan.;15655
die Kriegszeit;wartime;C2;Während der Kriegszeit wurden in den Vereinigten Staaten und Europa viele ermutigt, Gemüsegärten anzulegen.;During wartime in the United States and Europe, many were encouraged to grow vegetable gardens.;15656
die Beeinflussung;interference|manipulation|impact|influence;C2;;;15657
die Doppelschicht;bilayer;C2;;;15658
auswerten;to evaluate|to assess|to analyze|to appreciate;C2;;;15659
der Knochenbruch;fracture;C2;Der Arzt muss den Knochenbruch richten.;The doctor has to straighten the fracture.;15660
übereilen;to rush|to precipitate|to act rashly;C2;Es gibt keinen Grund, die Dinge zu übereilen.;There's no need to rush things.;15661
übereilt;overhasty|precipitate;C2;Im Eifer des Gefechts traf Tom einen übereilten Entschluss.;Tom got caught up in the heat of the moment and made a rash decision.;15662
muffig;smelly|stinking|uninviting|fusty|in need of renovation|grumpy;C2;Die Empfangsdame im Hotel war muffig und überhaupt nicht freundlich.;The receptionist at the hotel was surly and not at all friendly.;15663
der Luftzug;breeze|draught / draft;C2;;;15664
das Projektil;projectile|bullet;C2;;;15665
herrisch;bossy|authoritarian|imperious;C2;Tom und Maria sagten Johannes, dass sie Elke herrisch fänden.;Tom and Mary told John that they thought Alice was bossy.;15666
die Mutterschaft;motherhood|maternity|mommyhood;C2;;;15667
die Aufwartung;visit out of politeness;C2;Maria war es nicht gewohnt, dass ihr jemand die Aufwartung machte.;Mary was not used to having someone wait on her.;15668
wohltun;to do good;C2;Es wirkt sehr wohltuend auf mich, Englisch zu lernen.;Learning English has a very soothing effect on me.;15669
behelligen;to bother;C2;Behellige deine Eltern nicht mit so etwas Trivialem.;Don't bother your parents with such a pointless thing.;15670
der Bringer;hit|success;C2;;;15671
freistellen;to exempt|to release|to extinguish someone’s obligation;C2;Der Soldat wurde für drei Wochen vom Geländedienst freigestellt.;The soldier has been exempted from field exercises for three weeks.;15672
die Staatsgewalt;state authority;C2;;;15673
der Gutsherr;landowner;C2;;;15674
ereilen;to befall|to overtake;C2;In einem Horrorfilm ereilt viele Figuren ein schreckliches Ende.;In a horror film, many characters come to a sticky end.;15675
die Wohltat;good deed|a favor;C2;Heutzutage sind wir geneigt, die Wohltaten der Natur zu vergessen.;Nowadays we are apt to forget the benefits of nature.;15676
der Lichtblick;silver lining|ray of hope|bright spot;C2;;;15677
die Töle;dog;C2;;;15678
der Schlüsselanhänger;key fob|keychain|keyring;C2;;;15679
die Objektivität;objectivity|impartiality;C2;;;15680
der Dienstwagen;official car|company car;C2;;;15681
der Giftstoff;toxin;C2;Der Phosphor ernährt die Cyanobakterien (Blaualgen), die sich vermehren und Giftstoffe freisetzen.;Phosphorus provides nourishment for cyanobacteria (blue algae) which multiply and release toxins.;15682
der Aufreißer;womanizer;C2;Obwohl er viele Freundinnen hat, ist er trotzdem kein Aufreißer.;Even though he's got a lot of girlfriends, he's still not a player.;15683
die Krypta;crypt;C2;Die königliche Krypta ist längst von Grabräubern geplündert worden.;The royal crypt was pilfered by grave robbers long ago.;15684
einschleichen;to creep in|to sneak in|to slink in|to gradually increase in dose;C2;Marie versuchte sich in die Diskothek einzuschleichen.;Mary tried to sneak into the nightclub.;15685
